ذرية	ð u r r i j j a h
وعد	w a ʕ d
رأسمال	r a ʔ s m aː l
أمس	ʔ a m a s s i
الآن	a l ʔ aː n
عبوثران	ʕ a b a w θ a r aː n
مقايسة	m u q aː j a s a
أمس	ʔ u m a s s u
ركل	r a k l
حزم	ħ a z a m a
ع	ʕ
بوري	b uː r iː
مينا	m iː n aː
عند	ʕ i n d a
استعصم	i s t a ʕ sˤ a m a
مصنع	m a sˤ n a ʕ
مغزل	m i ɣ z a l
معارف	m a ʕ aː r i f
عائلة	ʕ aː ʔ i l a
سلح	s a l ħ
تواضع	t a w aː dˤ u ʕ
شيص	ʃ iː sˤ
كرفس	k a r a f s
أسهل	ʔ u s a h h i l
كبيكج	k a b iː k a d͡ʒ
شاهد	ʃ aː h a d a
مراجع	m u r aː d͡ʒ i ʕ
دبار	d i b aː r
عربي	ʕ a r a b i j j
بهيم	b a h iː m
ريال	r i j aː l
مكدس	m u k a d d i s
صهريج	sˤ i h r iː d͡ʒ
شهوة	ʃ a h w a
أنف	ʔ a n f u
فحص	f a ħ a sˤ a
نظر	n a ðˤ ðˤ a r a
إهليلج	ʔ i h l iː l a d͡ʒ
تمارة	t a m aː r a
بلوة	b i l w a
كساء	k i s aː ʔ
مناظرة	m u n aː ðˤ a r a h
ضال	dˤ aː l l
ولكن	w a l aː k ɪ n
شخص	ʃ a x x a sˤ a
سذاب	s u ð aː b
ترك	t a r a k a
سونكي	s u n k i j j
عصير	ʕ a sˤ iː r
أنزروت	ʔ a n z a r uː t
باع	b aː ʕ a
حمار	ħ i m aː r
حكمة	ħ a k a m a
أزرع	ʔ a z r a ʕ a
سحم	s a ħ i m a
مشوي	m a ʃ w i j j
قرد	q i r d
مكحلة	m u k ħ u l a
كامبوديا	k a m b oː d i j aː
ممسحة	m i m s a ħ a
مرو	m a r w
مطبخ	m a tˤ b a x
محسن	m u ħ a s s i n
نخل	n a x a l a
نازع	n aː z i ʕ
معارضة	m u ʕ aː r a dˤ a
انعقاد	i n ʕ i q aː d
توغو	t oː ɣ oː
أوبرا	ʔ u b i r a
جادل	d͡ʒ aː d a l a
بارد	b aː r i d
غسل	ɣ a s a l a
أحسن	ʔ u ħ a s s a n u
سوء	s uː ʔ
ماز	m aː z a
انقلب	i n q a l a b a
حافلة	ħ aː f i l a
أميرة	æ m iː r a
مص	m a sˤ sˤ a
شاقول	ʃ aː q uː l
شج	ʃ a d͡ʒ i n
سعى	s a ʕ aː
واحد	w aː ħ i d
أمير	ʔ a m iː r
شهلاء	ʃ a h l aː ʔ
شبح	ʃ a b a ħ
جنى	d͡ʒ a n aː
شمس	ʃ a m i s a
قارورة	q aː r uː r a
عزا	ʕ a z aː
مكياج	m a k j aː d͡ʒ
سنط	s a n tˤ
صعتر	sˤ a ʕ t a r
لباس	l i b aː s
إقالة	ʔ i q aː l a h
شاقولي	ʃ aː q uː l i j j
أنف	ʔ a n f i
ناخوذاة	n aː x uː ð aː h
أسهر	ʔ a s h a r a
نور	n a w r
بحاح	b u ħ aː ħ
صعب	sˤ a ʕ u b a
سنبوسج	s a m b uː s a d͡ʒ
ذ	ð aː l
دويبة	d u w a j b b a t u n
خبط	χ a bˤ tˤ
عض	ʕ a dˤ dˤ a
يسار	j a s aː r
شبح	ʃ a b u ħ a
بشرية	b a ʃ a r i j j a
كوم	k a w m
نسرين	n i s r iː n
زميلة	z a m iː l a
معين	m u ʕ a j j i n
ناجود	n aː d͡ʒ uː d
نقض	n a q dˤ i
مشربة	m i ʃ r a b a
قروش	q u r uː ʃ
فصح	f a sˤ ħ
طقم	tˤ a q m
رخاخ	r i x aː x
تعطى	t a ʕ a tˤ tˤ aː
سوق	s uː ɡ
ثاقبايليث	θ aː q b aː j l iː θ
أعجم	ʔ a ʕ d͡ʒ a m a
لأك	l a ʔ a k a
دنر	d a n n a r a
مشط	m a ʃ tˤ
تضمن	t a dˤ a m m u n
تحيز	t a ħ a w w a z a
ألماني	ʔ a l m aː n i j j
يتيم	j a t iː m
توكيد	t a w k iː d
مؤسس	m u ʔ a s s a s
كيف	k a j f a
صبي	sˤ u b b iː
عمود	ʕ a m uː d
أزعر	ʔ a z ʕ a r
طالم	tˤ aː l a m
أردني	ʔ u r d u n n i j j
ألا	ʔ a l l aː
عتبات	ʕ a t a b aː t
سامور	s aː m uː r
عاهل	ʕ aː h i l
بيت	b a j j a t a
سلالة	s u l aː l a
هم	h u m
فرغة	f a r i ɣ a
جزاء	d͡ʒ a z aː ʔ
ألف	ʔ a l i f
منظمة	m u n a ðˤ ðˤ a m a
إغليق	ʔ i ɣ l iː q
كويكب	k u w a j k i b
صنبور	sˤ u n b uː r
أخضر	ʔ a x dˤ a r
الدانوب	a d d aː n uː b
مشعر	m a ʃ ʕ a r
شبح	ʃ a b a ħ a
طرق	tˤ u r u q
محافظ	m u ħ aː f i ðˤ
م	m iː m
جبن	d͡ʒ a b u n a
قنصلية	q u n sˤ u l i j j a
أما	ʔ a m m aː
برق	b a r q
نتأ	n a t a ʔ a
غرب	ɣ a r u b a
انقضى	i n q a dˤ aː
منجاة	m a n d͡ʒ aː h
نظر	n a ðˤ a r
هدى	h u d a n
شماتة	ʃ a m aː t a
أعور	ʔ a ʕ w a r
إعلام	ʔ i ʕ l aː m
طريخ	tˤ i r r iː x
طهران	tˤ a h r aː n
قرفص	q a r f a sˤ a
وقف	w a q f
مرحبا	m a r ħ a b aː
واو	w aː w
صغر	sˤ a ɣ ɣ a r a
شجرة	ʃ a d͡ʒ a r a
انفتح	i n f a t a ħ a
ثمن	θ u m n
فص	f i sˤ sˤ
فرخ	f a r r a x a
ضأن	dˤ a ʔ n
ملوكيا	m u l uː k i j j aː
موتوسيكل	m oː t oː s iː k i l
خيرات	x a j r aː t
ذو	ð uː
دكتور	d ɪ k t oː r
سيجارة	s i ɡ aː r a
سقيم	s a q iː m
عادات	ʕ aː d aː t
شبرم	ʃ a b r a m
يورانيم	j uː r aː n j u m
تنفس	t a n f a s
عربن	ʕ a r b a n a
قداد	q u d aː d
شخصيا	ʃ a x sˤ i j j a n
مئة	m i ʔ a
غرب	ɣ a r r a b a
تزامن	t a z aː m u n
بطء	b u tˤ ʔ
ويكة	w a j k a
ويكة	w eː k a
أنطاكية	ʔ a n tˤ aː k i j j a
التقط	i l t a q a tˤ a
ليزر	l a j z i r
أدهش	ʔ u d h i ʃ
زوج	z a w w a d͡ʒ a
بدني	b a d a n i j j
تواقف	t a w aː q a f a
دودة	d uː d a
صاد	sˤ aː d
حرق	ħ u r ɡ
فاصولياء	f aː sˤ uː l i j aː ʔ
إله	ʔ i l aː h
تقدم	t a q a d d u m
عال	ʕ aː l i n
طاغوت	tˤ aː ɣ uː t
إبريسم	ʔ i b r a j s a m
حاك	ħ aː k a
نهائي	n i h aː ʔ i j j
إسبانيا	ʔ i s b aː n i j aː
علامة	ʕ a l aː m a
نموذج	n a m uː ð a d͡ʒ
مضض	m a dˤ a dˤ
عراء	ʕ a r aː ʔ
شاء	ʃ aː ʔ a
كنف	k a n a f
قسوة	q a s w a
صفة	sˤ i f a
عظيم	ʕ a ðˤ iː m
طقس	tˤ a ɡ s
يتوع	j a t t uː ʕ
حرف	ħ a r f
قصدير	q a sˤ d iː r
تمرين	t a m r iː n
وزنة	w a z n a
فلس	f i l s
تمساح	t ɪ m s æː ħ
أسهل	ʔ a s h u l u
حذار	ħ a ð aː r i
فظع	f a ðˤ u ʕ a
رقم	r a q m
ماما	m aː m aː
سميذ	s a m iː ð
فوشي	f uː ʃ i j j
مزرعة	m a z r a ʕ a
ثقافة	t a q aː f a
أشقر	ʔ a ʃ ɡ a r
عظم	ʕ i ðˤ a m
صهب	sˤ a h i b a
باكستان	b aː k i s t aː n
ليل	l a j l
فجأة	f a d͡ʒ ʔ a t a n
أبلس	ʔ a b l a s a
منير	m u n iː r
زمج	z u m m a d͡ʒ
جو	d͡ʒ a w w
أشنان	ʔ u ʃ n aː n
نشور	n u ʃ uː r
قد	q a d d
زنة	z i n a
كراج	k a r aː d͡ʒ
حصن	ħ u sˤ u n
هاته	h aː t i h
سيارة	s a j j aː r a
طبقات	tˤ a b a q aː t
استلزم	i s t a l z a m a
واس	w aː s
لجئ	l a d͡ʒ a ʔ a
تحليلي	t a ħ l iː l i j j
لهذا	l i h æː ð æː
تنديل	t a n aː d iː l
مريء	m a r iː ʔ
ذهب	ð a h a b
خسوف	x u s uː f
وردة	w a r d a
كنز	k a n i z
مثل	m a θ a l a
عصف	ʕ a sˤ f
ثمانية	θ a m aː n i j a
عواري	ʕ a w aː r i j j
كركم	k u r k u m
استمرار	i s t i m r aː r
قيقب	q a j q a b
شمبانيا	ʃ a m p aː n j aː
مقاس	m a q aː s
لن	l a n
برذعة	b a r ð a ʕ a
وديعة	w a d iː ʕ a
تدريجي	t a d r iː d͡ʒ i j j
جندبادستر	d͡ʒ u n d u b aː d a s t a r
أهدى	ʔ a h d aː
فرخ	f a r x
تعشيقة	t a ʕ i ʃ iː q a
جلنجبين	d͡ʒ u l l a n d͡ʒ u b iː n
جبانات	d͡ʒ a b aː n aː t
شنع	ʃ a n u ʕ a
عزب	ʕ a z a b a
حصاة	ħ a sˤ aː h
تفرغ	t a f a r r a ɣ a
تهدل	t a h a d d u l
تراوح	t a r aː w u ħ
حدد	ħ a d d a d a
أعطى	ʔ a ʕ tˤ aː
سمور	s a m m uː r
معلم	m u ʕ l i m
هرة	h i r r a t u n
أكاف	ʔ u k aː f
اهتدى	i h t a d aː
القنيطرة	a l q u n a j tˤ i r a
انسل	i n s a l l a
نرجيل	n a r d͡ʒ iː l
أحد	ʔ a ħ a d
انتقل	i n t a q a l a
تال	t aː l i n
مقصر	m u q a sˤ sˤ i r
قسم	q a s m
فم	f a m
احترق	i ħ t a r a q a
مردي	m u r d i j j
قبض	q a b b a dˤ a
ملأك	m a l ʔ a k
قال	ɡ aː l
قيطون	q i tˤ uː n
قلوي	q a l a w i j j
مقذاف	m i q ð aː f
سويسرا	s w iː s r aː
شلغم	ʃ a l ɣ a m
عمم	ʕ a m m a m a
مفرغ	m u f a r r a ɣ
لثة	l ɪ θː ɘ
انجراف	i n d͡ʒ i r aː f
قنطر	q a n tˤ a r a
اقتطف	q a tˤ a f a
بطن	b a tˤ tˤ a n a
عظم	ʕ a ðˤ m
برواز	b a r w aː z
برنيق	b a r n iː q
منقض	m u n q i dˤ
قلعة	q i l ʕ a
أقرب	ʔ a q r a b a
تنفس	t u n a f f i s
شمع	ʃ a m ʕ
قرحة	q u r ħ a
نساب	n a s s aː b
جين	d͡ʒ iː n
ضرط	dˤ a r tˤ
أنكر	ʔ a n k a r a
شعير	ʃ a ʕ iː r
دعسوقة	d u ʕ s uː q a
سوفياتي	s o v j e t i j j
عتب	ʕ a t a b a
توقف	t a w a q q u f
فرنسا	f a r a n s aː
تركمانستان	t u r k u m aː n i s t aː n
صدقة	sˤ a d a q a
طيهوج	tˤ a j h uː d͡ʒ
عض	ʕ a dˤ dˤ
مجراف	m i d͡ʒ r aː f
لوح	l a w ħ
نفوذ	n u f uː ð
صارخ	sˤ ɑː r i x
أسيتون	ʔ a s iː t uː n
حمضي	ħ a m dˤ i j j
أكاذيب	ʔ a k aː ð iː b
بدلات	b a d a l aː t
عوائد	ʕ a w aː ʔ i d
سينثيا	s iː n θ i j aː
وسخ	w a s a x
ج	d͡ʒ iː m
جنطيانا	d͡ʒ u n tˤ a j aː n aː
اجتنى	i d͡ʒ t a n aː
أنت	ʔ a n t i
هريرة	h u r a j r a h
بن	b i n
تلميذ	t i l m iː ð
شبوطة	ʃ a b b uː tˤ a
اجتماعي	i d͡ʒ t i m aː ʕ i j j
مغطس	m i ɣ tˤ a s
رساطون	r u s aː tˤ uː n
افغانستان	a f ɣ aː n i s t aː n
ملقن	m u l a q q i n
أخذ	ʔ a x a ð a
شرب	ʃ a r i b a
ورقة	w a r a q a
إلى	ʔ i l aː
قبط	q u b tˤ
غلبة	ɣ a l u b b a
يوسف	j uː s i f
بؤرة	b u ʔ r a
بتع	b i t ʕ
مبارز	m u b aː r i z
أكل	ʔ a k l
صيد	sˤ a j d
نار	n aː r
رام	r aː m a
أغلب	ʔ a ɣ l i b u
أشم	ʔ a ʃ a m m a
وقع	w a q ʕ
طنطور	tˤ a n tˤ uː r
شهلة	ʃ a h l a
خمسة	x a m s a
عنى	ʕ a n aː
كوثر	k a w θ a r
إشفى	ʔ i ʃ f aː
شنبر	ʃ a n b a r
فسح	f a s s a ħ a
قرطاجي	q a r tˤ aː d͡ʒ i j j
هر	h i r r
دخل	d a x a l
خولنجان	x a w l a n d͡ʒ aː n
ل	l i
أغلب	ʔ u ɣ a l l a b u
إمبريالي	ʔ i m b i r j aː l i j j
قادر	q aː d i r
عظم	ʕ a ðˤ ðˤ a m a
أهلا	ʔ a h l a n
جواهري	d͡ʒ a w aː h i r i j j
إذ	ʔ i ð
معنى	m a ʕ n aː
مكوك	m a k k uː k
حمام	ħ i m aː m
دماغي	d i m aː ɣ i j j
مرحبا	m a r ħ a b a n
نشد	n a ʃ a d a
مئذنة	m i ʔ ð a n a
قليب	q a l iː b
هذه	h aː ð i h i
سوسة	s uː s a
قبع	q a b a ʕ a
أعمدة	ʔ a ʕ m i d a
أتوبوس	ʔ o t o b uː s
كرخ	k i r x
توج	t a w w a d͡ʒ a
السفن	a s s u f u n
أطلسي	ʔ a tˤ l a s i j j
سرجين	s i r d͡ʒ iː n
زبرجد	z a b a r d͡ʒ a d
برج	b a r i d͡ʒ a
فوارة	f a w w aː r a
قطارة	q a tˤ tˤ aː r a
مطفأة	m i tˤ f a ʔ a
فولاذ	f uː l aː ð
قعد	q a ʕ a d a
جام	d͡ʒ aː m
زرنب	z a r n a b
دلب	d u l b
كولومبيا	k o l o m b i j aː
حقيقة	ħ a q iː q a
زمزم	z a m z a m
أنور	ʔ a n w a r
خبز	x a b a z a
استهلك	i s t a h l a k a
صوف	sˤ a w w a f a
أصفاد	ʔ a sˤ f aː d
جخى	d͡ʒ a x x aː
مارس	m aː r a s a
مؤمن	m u ʔ m i n
رضا	r i dˤ a n
سهل	s a h u l a
ظاء	ðˤ aː ʔ
ساق	s aː q a
قرب	q u r b a
ندى	n a d aː
فرقاطة	f r ɡ aː tˤ a
تشالة	t a ʃ aː ʃ iː l
مرتفع	m u r t a f a ʕ
ممسح	m u m a s s a ħ
تلفون	t i l i f uː n
هاجم	h aː d͡ʒ a m a
أحرج	ʔ a ħ r a d͡ʒ a
يوحنا	j uː ħ a n n aː
مغناطيسي	m a ɣ n a tˤ iː s i j j
هزيز	h a z iː z
تنفس	t u n a f f i s a
غادر	ɣ aː d a r a
قماش	ɡ u m aː ʃ
حرق	ħ a r a q a
أدان	ʔ a d aː n a
دارفلفل	d aː r f i l f i l
بحر	b a ħ r
مدام	m u d aː m
عطاس	ʕ u tˤ aː s
حق	ħ a q q a
زمزم	z a m z a m a
استرجع	i s t a r d͡ʒ a ʕ a
لغويات	l u ɣ a w i j j aː t
سنت	s a n t
قدم	q a d i m a
فلنجة	f i l i n d͡ʒ a
عود	ʕ uː d
مغناطيس	m i ɣ n a tˤ iː s
ضائنة	dˤ aː ʔ i n a
سموم	s u m uː m
هما	h u m aː
خبز	x a b z
شهدانج	ʃ a h d aː n a d͡ʒ
خير	x a j r
جمعة	d͡ʒ u m ʕ a
تأوه	t a ʔ a w w a h a
فهم	f a h m
مركب	m a r k a b
طين	tˤ iː n
بطء	b u tˤ u ʔ
أصفر	ʔ a sˤ f a r
قازاقستان	q aː z aː q i s t aː n
كامل	k aː m i l
محافظ	m u ħ aː f a ðˤ
أبرز	ʔ a b r u z a
مخرفة	m a x r a f a
جملة	d͡ʒ u m l a
محاور	m u ħ aː w i r
قصيبة	q u sˤ a j b a
انفرط	i n f a r a tˤ a
سفاح	s i f aː ħ
برجل	b a r d͡ʒ a l
عاين	ʕ aː j a n a
بطارقة	b a tˤ aː r i q a
عجرم	ʕ u d͡ʒ r u m
مسطرات	m i s tˤ a r aː t
ظهر	ðˤ a h h a r a
أولى	ʔ u l aː
آل	ʔ aː l
أودى	ʔ a w d aː
طائرة	tˤ aː ʔ i r a
لله	l i l l aː h i
فطيسة	f i tˤ tˤ iː s a
دلاع	d u l l aː ʕ
مشارة	m a ʃ aː r a
آية	ʔ aː j a
لصق	l a sˤ i q a
حصاد	ħ a sˤ sˤ aː d
تسعمائة	t i s ʕ u m i ʔ a
برمائي	b a r m aː ʔ i j j
شمسي	ʃ a m s i j j
أرضي	ʔ a r dˤ i j j
مقارنة	m u q aː r a n a
أشل	ʔ a ʃ a l l
شقوة	ʃ a q w a
باح	b aː ħ a
مزج	m a z a d͡ʒ a
عن	ʕ a n
خباز	x u b b aː z
بيض	b a j j a dˤ a
لجوء	l u d͡ʒ uː ʔ
حانوت	ħ a w aː n iː t
كثيرا	k a θ iː r a n
رقيق	r a q iː q
ضباب	dˤ a b b aː b
جلد	d͡ʒ i l d
ذنب	ð a n a b
زرع	z a r ʕ
تنفس	t a n f a s a
فوتنج	f uː t a n a d͡ʒ
باب	b aː b
قطع	q i tˤ a ʕ
جفن	d͡ʒ a f n
متزاوج	m u t a z aː w i d͡ʒ
هاته	h aː t i h i
تخم	t u x m
الأندلس	a l ʔ a n d a l u s
حكاية	ħ i k aː j a
نيجيريا	n iː ɡ iː r i j aː
عزى	ʕ a z aː
جوافة	d͡ʒ a w aː f a
إبريز	ʔ i b r iː z
تسلط	t a s a l l a tˤ a
عسقلان	ʕ a s q a l aː n
أفلاطوني	ʔ a f l aː tˤ uː n i j j
قلب	q a l l a b a
زربية	z i r b i j j a
لبى	l a b b aː
نضو	n i dˤ w
سلسلة	s i l s i l a
دشمة	d u ʃ m a
غيبة	ɣ a j b a
ضواحي	dˤ a w aː ħ iː
تايلند	t aː j l a n d
أولى	ʔ a w l aː
زنباعة	z a n b aː ʕ a
بلاستيكي	b l a s t iː k i j j
محول	m u ħ a w w i l
إقليميا	ʔ i q l iː m i j aː
سبب	s a b b a b a
شخر	ʃ a x a r a
حبل	ħ a b l
مفروغ	m a f r uː ɣ
موسكو	m uː s k uː
إشبين	ʔ i ʃ b iː n
سيجارة	s i d͡ʒ aː r a
شلة	ʃ a l l a
نيتروجين	n i t r o d͡ʒ iː n
زخة	z a x x a
خشاب	x a ʃ ʃ aː b
جمال	d͡ʒ i m aː l
ديسمبر	d iː s a m b i r
خطف	x a tˤ a f a
تفقد	t a f a q q a d a
أضاع	ʔ a dˤ aː ʕ a
اتصل	i t t a sˤ a l a
استفز	i s t a f a z z a
استشرق	i s t a ʃ r a q a
قلب	q u l b
مخدر	m u x a d d i r
عنصر	ʕ u n sˤ u r
حادثة	ħ aː d i θ a
ذاق	ð aː q a
تسامح	t a s aː m a ħ a
دلاعة	d a l l aː ʕ a
نجار	n a d͡ʒ d͡ʒ aː r
إطرية	ʔ i tˤ r i j a
قتلة	q i t l a h
هم	h i m m
قاتل	ɡ aː t a l
إلياس	ʔ i l j aː s
أعف	ʔ a ʕ a f f a
شم	ʃ a m m a
إشبيلية	ʔ i ʃ b iː l j a
أكل	ʔ u k l
رواقي	r i w aː q i j j
أغلب	ʔ a ɣ l i b
رائب	r aː ʔ i b
طبيبة	tˤ a b iː b a
غرد	ɣ a r a d
صمم	sˤ a m m a m a
يونيو	j uː n i j oː
أندر	ʔ a n d a r a
صحيح	sˤ a ħ iː ħ
أعمى	ʔ a ʕ m aː
أوحد	ʔ a w ħ a d
آدب	ʔ aː d i b
خبر	x a b u r a
جهاد	d͡ʒ a h aː d
ة	r
وبخ	w a b b a x a
عوج	ʕ i w a d͡ʒ
زرافة	z a r aː f a
أمس	ʔ u m a s s i
دفلى	d i f l aː
مستقيم	m u s t a q iː m
بندق	b u n d u q
حصن	ħ i sˤ n
أغرق	ʔ a ɣ r a q a
وفق	w a f f a q a
مستدير	m u s t a d iː r
كمثرى	k u m m a θ r aː
كثيرا	k a θ iː r aː
كراني	k a r r aː n i j j
لاحق	l aː ħ i q
تفريغ	t a f r iː ɣ
فراولة	f a r aː w l a
قفة	q u f f a
قاعة	q aː ʕ a
بيدر	b a j d a r
كوالا	k u w aː l aː
لمع	l a m m a ʕ a
قذيفة	q a ð iː f a
غمامة	ɣ i m aː m a
قانون	q aː n uː n
تحدى	t a ħ a d d aː
آذريون	ʔ aː ð a r j uː n
باقلى	b aː q i l l aː
صدرية	sˤ i d r i j j a
خلع	x a l a ʕ a
صرصار	sˤ i r sˤ aː r
مخيم	m u x a j j a m
أغار	ʔ a ɣ aː r a
حرقوص	ħ a r q uː sˤ
ترميم	t a r m iː m
شراب	ʃ a r r aː b
دهشة	d a h ʃ a
بن	b i n n a
إسرائيلي	ʔ i s r aː ʔ iː l i j j
رطب	r a tˤ i b
صفر	sˤ a f a r
أموي	ʔ u m a w i j j
قسنطينة	q u s a n tˤ iː n a
أمي	ʔ u m m i j j
فصولياء	f a sˤ uː l i j aː ʔ
ثوري	θ uː r iː
ركل	r a k a l a
شمراخ	ʃ i m r aː x
حج	ħ a d͡ʒ d͡ʒ a
عرف	ʕ a r a f a
توضح	t a w a dˤ dˤ a ħ a
عاد	ʕ aː d a
جنب	d͡ʒ a n n a b a
هنا	h u n aː
ديسمبر	d iː s i m b a r
ذهن	ð i h n
تشيكوسلوفاكيا	t ʃ e k o s l o v aː k i j aː
انحاز	i n ħ aː z a
يسار	j u s aː r a
معماري	m i ʕ m aː r i j j
ثريد	θ a r iː d
مدني	m a d a n i j j
خلر	x u l l a r
ريح	r a j j i ħ
حدوة	ħ i d w a
لج	l u d͡ʒ d͡ʒ
سياع	s a j aː ʕ
خصوص	x u sˤ uː sˤ
ابتذل	i b t a ð a l a
مدفأ	m i d f a ʔ
داخ	d aː x a
آمين	ʔ aː m iː n a
فقري	f i q r i j j
هاء	h aː ʔ a
لام	l aː m a
عمى	ʕ a m m aː
بخت	b a x t
إبريل	ʔ i b r iː l
اتجه	i t t a d͡ʒ a h a
اختطف	i x t a tˤ a f a
شيعة	ʃ iː ʕ a
تراجم	t a r aː d͡ʒ i m
ثقل	θ i q l u n
مشط	m i ʃ tˤ
لوز	l uː z
ابنة	i b n a
أبهج	ʔ a b h a d͡ʒ a
شعر	ʃ i ʕ r
مفلفل	m u f a l f a l
مقصر	m u q a sˤ sˤ a r
بليحا	b a l iː ħ aː
إسبغول	ʔ i s b a ɣ oː l
غراب	ɣ u r aː b
قسطران	q a s tˤ a r aː n
خيالي	x a j aː l i j j
تصفح	t a sˤ a f f a ħ a
الصربية	a sˤ sˤ i r b i j j a
محنة	m i ħ n a
حقوقي	ħ u q uː q i j j
تفاح	t u f f aː ħ
شرعي	ʃ a r ʕ i j j
برق	b a r a q a
هجاء	h a d͡ʒ d͡ʒ aː ʔ
شدة	ʃ i d d a
اثنان	i θ n aː n
ضرب	dˤ u r i b a
نعال	n i ʕ aː l
ذميم	ð a m iː m
منطقة	m ə n tˤ ə ɡ ə
صفيحة	sˤ a f iː ħ a
كزبرة	k ə z b ə r ə
مدرسة	m u d a r r a s a
أحجم	ʔ a ħ d͡ʒ a m a
رماد	r a m aː d
صحى	sˤ a ħ ħ aː
حرف	ħ a r r a f a
مختصر	m u x t a sˤ i r
زخات	z a x x aː t
ديناميكا	d iː n aː m iː k aː
تداع	t a d aː ʕ i n
استقبال	s t i q b aː l
قدم	q a d a m
فرفحين	f a r f a ħ iː n
مكتبة	m a k t a b a
رفاهة	r a f aː h a
طاقية	tˤ aː q i j j a
منقار	m i n q aː r
تجوف	t a d͡ʒ a w w a f a
إعراب	ʔ i ʕ r aː b
مقابلة	m u q aː b a l a h
موسكو	m o s k uː
أبله	ʔ a b l a h
قهوة	ɡ a h w a
هندس	h a n d a s a
إثيوبيا	ʔ i θ j uː b i j aː
يا	j aː
ذكر	ð a k k a r a
كلح	k a l a ħ a
خرطال	x a r tˤ aː l
قبول	q a b uː l
ضرط	dˤ a r i tˤ a
لأن	l i ʔ a n
بيرق	b a j r a q
إكليل	ʔ i k l iː l
إرهاب	ʔ i r h aː b
بيض	b iː dˤ
بن	b u n n
خز	x a z z
خنشار	x i n ʃ aː r
بدر	b a d r
زيت	z a j t
استجمام	i s t i d͡ʒ m aː m
ملك	m a l a k
استفرغ	i s t a f r a ɣ a
ذهب	ð a h h a b a
ضيون	dˤ a j w a n
بربري	b a r b a r i j j
سينما	s iː n a m aː
سوريا	s uː r i j aː
هبة	h i b a
شاشية	ʃ aː ʃ i j j a
تاريخية	t aː r iː x i j j a
أعز	ʔ a ʕ a z z
امتحان	i m t i ħ aː n
ماذا	m aː ð aː
نجاح	n a d͡ʒ aː ħ
لأن	l i ʔ a n n a
أجاب	ʔ a d͡ʒ aː b a
هاد	h aː d a
عتبة	ʕ a t a b a
النيجر	a n n iː d͡ʒ a r
قابلة	ʔ aː b l e
برشام	b u r ʃ aː m
ضربة	dˤ a r b a
عمان	ʕ a m m aː n
إشعاعي	ʔ i ʃ ʕ aː ʕ i j j
طقس	tˤ a ʔ ə s
تمسيد	t a m s iː d
يونيو	j uː n i j uː
واحات	w aː ħ aː t
بطارخ	b u tˤ aː r i x
غربالي	ɣ i r b aː l i j j
كبة	k i b b a
ضرب	dˤ a r a b
عجلة	ʕ a d͡ʒ a l a
كون	k a w n
متى	m a t aː
قاتل	q aː t i l
كسيح	k a s iː ħ
بلوة	b i l a n
سدارة	s a d aː r a
منجى	m a n d͡ʒ a n
استئمارة	i s t i ʔ m aː r a
مبتلى	m u b t a l a n
ضرب	dˤ a r i b a
مبشرة	m i b ʃ a r a
فبراير	f i b r aː j i r
قنص	q a n sˤ
أمريكي	ʔ a m r iː k i j j
لاحم	l aː ħ i m
خزف	x a z a f
إذاعة	ʔ i ð aː ʕ a
لهي	l a h i j a
ورق	w a r a q
ثمان	θ a m aː n i n
عيان	ʕ a j j aː n
طعن	tˤ i ʕ n a
اجتماع	i d͡ʒ t i m aː ʕ
محافظة	m u ħ aː f a ðˤ a
جريدة	d͡ʒ a r iː d a
